customer_id,churn_probability,risk_level,tenure_months,support_tickets_90d,late_payments_6m,usage_drop_30d,nps_score,contract,payment_method,top_drivers
C000496,0.7299,medium,8,1,0,0.123,29,month_to_month,credit_card,total_charges(+80.12); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000497,0.9114,high,23,1,1,0.109,26,month_to_month,boleto,total_charges(+199.73); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000498,0.7052,medium,56,2,1,-0.103,-17,one_year,credit_card,total_charges(+510.98); nps_score(+8.65); support_tickets_90d(+0.72)
C000499,0.7723,high,26,0,0,-0.064,-3,month_to_month,credit_card,total_charges(+259.61); nps_score(+1.53)
C000500,0.6168,medium,7,1,0,0.042,53,month_to_month,pix,total_charges(+103.34); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C000501,0.2809,low,40,1,0,-0.15,34,two_year,credit_card,total_charges(+432.92); support_tickets_90d(+0.36); has_premium(+0.00)
C000502,0.7359,medium,58,3,0,0.187,-10,two_year,credit_card,total_charges(+679.11); nps_score(+5.09); support_tickets_90d(+1.09)
C000503,0.9257,high,53,3,0,0.325,-25,month_to_month,credit_card,total_charges(+699.02); nps_score(+12.72); support_tickets_90d(+1.09)
C000504,0.9247,high,17,3,1,0.011,17,month_to_month,boleto,total_charges(+95.60); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C000505,0.4652,low,28,1,0,0.105,16,one_year,credit_card,total_charges(+338.29); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000506,0.7724,high,32,1,1,0.062,-25,two_year,credit_card,total_charges(+276.47); nps_score(+12.72); support_tickets_90d(+0.36)
C000507,0.8952,high,15,1,1,0.289,9,month_to_month,pix,total_charges(+29.90); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000508,0.9196,high,17,0,2,0.392,3,month_to_month,credit_card,total_charges(+50.63); late_payments_6m(+0.55); usage_drop_30d(+0.07)
C000509,0.8543,high,15,0,1,-0.022,-1,month_to_month,credit_card,total_charges(+89.48); nps_score(+0.51); late_payments_6m(+0.27)
C000510,0.6572,medium,60,0,0,0.049,5,month_to_month,boleto,total_charges(+668.31); usage_drop_30d(+0.01); has_premium(+0.00)
C000511,0.6709,medium,45,2,0,0.197,30,month_to_month,credit_card,total_charges(+446.14); support_tickets_90d(+0.72); usage_drop_30d(+0.04)
C000512,0.553,medium,51,2,0,0.105,23,two_year,credit_card,total_charges(+517.83); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C000513,0.6414,medium,49,1,1,-0.121,64,month_to_month,boleto,total_charges(+756.51); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000514,0.6187,medium,58,0,0,-0.283,27,month_to_month,boleto,total_charges(+320.27)
C000515,0.8628,high,7,2,1,-0.065,48,month_to_month,credit_card,total_charges(+59.49); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000516,0.9287,high,53,1,1,0.102,-26,month_to_month,boleto,total_charges(+563.29); nps_score(+13.23); support_tickets_90d(+0.36)
C000517,0.8611,high,4,1,1,-0.028,25,month_to_month,pix,total_charges(+24.47); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000518,0.8366,high,29,1,1,-0.147,7,month_to_month,boleto,total_charges(+285.24); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000519,0.9073,high,36,1,3,-0.062,45,month_to_month,boleto,total_charges(+164.49); late_payments_6m(+0.82); support_tickets_90d(+0.36)
C000520,0.7687,high,22,0,0,0.372,29,month_to_month,pix,total_charges(+303.13); usage_drop_30d(+0.07)
C000521,0.5881,medium,9,1,1,-0.16,75,month_to_month,credit_card,total_charges(+69.92); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000522,0.9559,high,12,2,2,-0.014,-13,month_to_month,credit_card,total_charges(+184.85); nps_score(+6.61); support_tickets_90d(+0.72)
C000523,0.6162,medium,50,2,0,-0.05,-5,two_year,credit_card,total_charges(+478.81); nps_score(+2.54); support_tickets_90d(+0.72)
C000524,0.7254,medium,20,2,0,0.395,32,two_year,credit_card,total_charges(+253.45); support_tickets_90d(+0.72); usage_drop_30d(+0.07)
C000525,0.7615,high,19,0,1,-0.222,15,month_to_month,pix,total_charges(+180.12); late_payments_6m(+0.27)
C000526,0.6853,medium,56,0,0,-0.098,-13,month_to_month,credit_card,total_charges(+527.67); nps_score(+6.61); has_premium(+0.00)
C000527,0.6368,medium,9,2,1,0.055,33,one_year,credit_card,total_charges(+72.74); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000528,0.8039,high,55,2,0,0.073,3,month_to_month,credit_card,total_charges(+551.24); support_tickets_90d(+0.72); usage_drop_30d(+0.01)
C000529,0.748,medium,56,3,0,0.245,36,one_year,boleto,total_charges(+587.52); support_tickets_90d(+1.09); usage_drop_30d(+0.05)
C000530,0.536,medium,36,0,0,0.226,-39,one_year,pix,total_charges(+265.15); nps_score(+19.84); usage_drop_30d(+0.04)
C000531,0.7853,high,10,0,0,-0.084,10,month_to_month,credit_card,total_charges(+88.92)
C000532,0.9,high,10,1,2,0.1,25,month_to_month,pix,total_charges(+80.17); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C000533,0.6781,medium,18,1,1,0.012,26,two_year,credit_card,total_charges(+299.38); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000534,0.6457,medium,35,1,0,-0.039,44,month_to_month,pix,total_charges(+319.62); support_tickets_90d(+0.36)
C000535,0.5664,medium,10,1,0,0.226,11,one_year,pix,total_charges(+143.18); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C000536,0.7584,high,28,3,1,0.089,36,one_year,credit_card,total_charges(+250.44); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C000537,0.9733,high,7,4,2,0.33,18,month_to_month,pix,total_charges(+68.57); support_tickets_90d(+1.45); late_payments_6m(+0.55)
C000538,0.6997,medium,33,1,0,0.129,46,month_to_month,credit_card,total_charges(+183.95); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000539,0.9223,high,2,1,1,0.21,-34,month_to_month,credit_card,nps_score(+17.30); total_charges(+16.99); support_tickets_90d(+0.36)
C000540,0.8637,high,43,1,0,-0.445,-71,month_to_month,credit_card,total_charges(+437.23); nps_score(+36.13); support_tickets_90d(+0.36)
C000541,0.8579,high,4,2,1,0.059,64,month_to_month,credit_card,total_charges(+57.10); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000542,0.9027,high,12,0,2,0.121,0,month_to_month,pix,total_charges(+122.13); late_payments_6m(+0.55); usage_drop_30d(+0.02)
C000543,0.9266,high,11,2,0,0.138,-40,two_year,boleto,total_charges(+149.49); nps_score(+20.35); support_tickets_90d(+0.72)
C000544,0.7228,medium,50,1,0,0.322,14,one_year,boleto,total_charges(+574.65); support_tickets_90d(+0.36); usage_drop_30d(+0.06)
C000545,0.8808,high,4,1,0,0.155,2,month_to_month,pix,total_charges(+55.11); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C000546,0.5742,medium,26,1,1,-0.174,33,one_year,credit_card,total_charges(+254.81); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000547,0.6378,medium,36,2,2,0.141,37,one_year,credit_card,total_charges(+598.31); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C000548,0.5632,medium,31,1,1,0.195,5,one_year,pix,total_charges(+247.44); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000549,0.7454,medium,41,3,0,-0.066,53,month_to_month,credit_card,total_charges(+293.45); support_tickets_90d(+1.09); has_premium(+0.00)
C000550,0.7863,high,49,3,0,-0.03,-22,month_to_month,pix,total_charges(+296.22); nps_score(+11.19); support_tickets_90d(+1.09)
C000551,0.9706,high,24,1,2,0.186,-62,month_to_month,credit_card,total_charges(+392.91); nps_score(+31.55); late_payments_6m(+0.55)
C000552,0.6415,medium,50,2,0,0.045,25,month_to_month,credit_card,total_charges(+603.00); support_tickets_90d(+0.72); usage_drop_30d(+0.01)
C000553,0.7608,high,20,1,0,0.242,11,month_to_month,credit_card,total_charges(+171.53); support_tickets_90d(+0.36); usage_drop_30d(+0.05)
C000554,0.821,high,60,2,0,0.078,-46,month_to_month,credit_card,total_charges(+801.04); nps_score(+23.41); support_tickets_90d(+0.72)
C000555,0.3848,low,31,1,0,-0.348,41,two_year,credit_card,total_charges(+365.68); support_tickets_90d(+0.36)
C000556,0.8,high,45,2,2,0.055,-39,two_year,credit_card,total_charges(+702.89); nps_score(+19.84); support_tickets_90d(+0.72)
C000557,0.6911,medium,53,1,2,-0.027,16,month_to_month,credit_card,total_charges(+254.56); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C000558,0.6608,medium,48,0,1,0.156,47,month_to_month,boleto,total_charges(+419.95); late_payments_6m(+0.27); usage_drop_30d(+0.03)
C000559,0.7481,medium,52,2,0,0.121,29,month_to_month,credit_card,total_charges(+414.84); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C000560,0.6925,medium,33,4,0,-0.124,27,two_year,credit_card,total_charges(+117.50); support_tickets_90d(+1.45)
C000561,0.955,high,3,3,1,0.081,3,month_to_month,credit_card,total_charges(+34.82); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C000562,0.5724,medium,30,1,0,0.142,26,one_year,credit_card,total_charges(+260.68); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C000563,0.5322,medium,11,0,0,0.125,38,one_year,credit_card,total_charges(+122.28); usage_drop_30d(+0.02)
C000564,0.8169,high,54,1,0,0.221,-3,month_to_month,credit_card,total_charges(+903.39); nps_score(+1.53); support_tickets_90d(+0.36)
C000565,0.8741,high,15,4,0,-0.139,-20,one_year,credit_card,total_charges(+119.62); nps_score(+10.18); support_tickets_90d(+1.45)
C000566,0.7282,medium,14,1,0,0.017,48,month_to_month,pix,total_charges(+116.26); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C000567,0.6992,medium,15,2,1,-0.356,85,month_to_month,credit_card,total_charges(+143.13); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000568,0.3215,low,39,0,0,0.258,72,two_year,credit_card,total_charges(+485.08); usage_drop_30d(+0.05); has_premium(+0.00)
C000569,0.9623,high,35,1,2,0.067,-72,month_to_month,boleto,total_charges(+278.60); nps_score(+36.63); late_payments_6m(+0.55)
C000570,0.6009,medium,57,1,1,0.03,64,month_to_month,credit_card,total_charges(+437.00); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000571,0.7497,medium,25,4,0,0.027,-2,one_year,credit_card,total_charges(+323.59); support_tickets_90d(+1.45); nps_score(+1.02)
C000572,0.6735,medium,17,3,1,0.136,83,one_year,credit_card,total_charges(+188.42); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C000573,0.8575,high,3,0,0,0.237,-16,one_year,boleto,nps_score(+8.14); total_charges(+6.65); usage_drop_30d(+0.04)
C000574,0.9261,high,1,2,0,-0.002,-19,month_to_month,pix,total_charges(+12.32); nps_score(+9.67); support_tickets_90d(+0.72)
C000575,0.639,medium,23,1,0,0.124,18,one_year,credit_card,total_charges(+317.76); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000576,0.5912,medium,56,1,0,0.122,6,month_to_month,pix,total_charges(+605.58); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000577,0.7879,high,32,1,1,-0.346,8,month_to_month,credit_card,total_charges(+229.02); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000578,0.6184,medium,54,0,0,-0.077,53,month_to_month,boleto,total_charges(+483.02); has_premium(+0.00)
C000579,0.4775,low,7,1,1,0.128,63,one_year,credit_card,total_charges(+69.70); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000580,0.7475,medium,6,1,1,0.272,-13,one_year,pix,total_charges(+74.71); nps_score(+6.61); support_tickets_90d(+0.36)
C000581,0.4811,low,51,2,0,0.295,77,month_to_month,credit_card,total_charges(+280.14); support_tickets_90d(+0.72); usage_drop_30d(+0.06)
C000582,0.851,high,7,0,0,-0.17,-23,month_to_month,credit_card,total_charges(+49.83); nps_score(+11.70)
C000583,0.9099,high,4,6,0,0.23,-1,one_year,credit_card,total_charges(+42.03); support_tickets_90d(+2.17); nps_score(+0.51)
C000584,0.7811,high,25,3,1,0.236,100,month_to_month,pix,total_charges(+233.13); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C000585,0.6694,medium,56,1,0,0.124,33,month_to_month,credit_card,total_charges(+632.54); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000586,0.6562,medium,42,2,0,-0.314,-3,month_to_month,credit_card,total_charges(+246.19); nps_score(+1.53); support_tickets_90d(+0.72)
C000587,0.6832,medium,6,0,1,-0.047,29,month_to_month,pix,total_charges(+64.61); late_payments_6m(+0.27)
C000588,0.468,low,51,1,0,0.069,45,month_to_month,pix,total_charges(+658.95); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C000589,0.6668,medium,51,1,1,0.008,32,one_year,boleto,total_charges(+554.65); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000590,0.4812,low,49,2,1,-0.34,65,month_to_month,credit_card,total_charges(+487.41); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000591,0.6382,medium,55,1,1,0.003,-10,one_year,credit_card,total_charges(+502.51); nps_score(+5.09); support_tickets_90d(+0.36)
C000592,0.4971,low,15,1,0,-0.118,-3,one_year,pix,total_charges(+106.25); nps_score(+1.53); support_tickets_90d(+0.36)
C000593,0.6633,medium,59,1,0,0.156,-11,month_to_month,credit_card,total_charges(+556.89); nps_score(+5.60); support_tickets_90d(+0.36)
C000594,0.9114,high,20,2,1,0.136,-9,one_year,boleto,total_charges(+265.13); nps_score(+4.58); support_tickets_90d(+0.72)
C000595,0.6559,medium,49,1,0,0.144,21,one_year,boleto,total_charges(+450.15); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C000596,0.7067,medium,35,3,1,-0.016,-17,two_year,pix,total_charges(+242.56); nps_score(+8.65); support_tickets_90d(+1.09)
C000597,0.6058,medium,47,1,0,0.054,30,one_year,boleto,total_charges(+369.06); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C000598,0.6961,medium,38,3,0,0.035,42,month_to_month,credit_card,total_charges(+383.29); support_tickets_90d(+1.09); usage_drop_30d(+0.01)
C000599,0.7828,high,39,1,1,0.214,-23,one_year,boleto,total_charges(+329.31); nps_score(+11.70); support_tickets_90d(+0.36)
C000600,0.5838,medium,37,3,0,-0.046,-2,one_year,pix,total_charges(+394.78); support_tickets_90d(+1.09); nps_score(+1.02)
C000601,0.6749,medium,47,1,2,-0.086,2,one_year,pix,total_charges(+518.55); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C000602,0.6793,medium,45,0,1,0.223,12,month_to_month,credit_card,total_charges(+555.31); late_payments_6m(+0.27); usage_drop_30d(+0.04)
C000603,0.4981,low,9,0,0,0.198,14,one_year,credit_card,total_charges(+129.05); usage_drop_30d(+0.04)
C000604,0.7036,medium,50,0,0,0.134,52,month_to_month,boleto,total_charges(+629.54); usage_drop_30d(+0.03)
C000605,0.6448,medium,33,0,1,0.334,54,two_year,boleto,total_charges(+224.98); late_payments_6m(+0.27); usage_drop_30d(+0.06)
C000606,0.8338,high,20,1,0,0.426,-8,month_to_month,credit_card,total_charges(+136.83); nps_score(+4.07); support_tickets_90d(+0.36)
C000607,0.7529,high,31,1,0,0.272,44,month_to_month,credit_card,total_charges(+290.91); support_tickets_90d(+0.36); usage_drop_30d(+0.05)
C000608,0.6985,medium,59,4,0,-0.085,68,month_to_month,credit_card,total_charges(+480.52); support_tickets_90d(+1.45); has_premium(+0.00)
C000609,0.5855,medium,52,2,2,0.2,62,two_year,credit_card,total_charges(+316.79); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C000610,0.703,medium,51,1,3,0.07,27,one_year,credit_card,total_charges(+415.27); late_payments_6m(+0.82); support_tickets_90d(+0.36)
C000611,0.681,medium,28,0,0,-0.051,18,month_to_month,pix,total_charges(+232.19)
C000612,0.8082,high,48,1,1,-0.083,-29,two_year,boleto,total_charges(+366.50); nps_score(+14.76); support_tickets_90d(+0.36)
C000613,0.7315,medium,24,1,0,0.098,6,month_to_month,credit_card,total_charges(+211.86); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C000614,0.8449,high,42,0,0,0.197,-32,month_to_month,boleto,total_charges(+548.95); nps_score(+16.28); usage_drop_30d(+0.04)
C000615,0.5408,medium,39,1,0,0.298,60,month_to_month,credit_card,total_charges(+391.37); support_tickets_90d(+0.36); usage_drop_30d(+0.06)
C000616,0.9437,high,15,1,1,0.171,11,month_to_month,boleto,total_charges(+261.09); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000617,0.7729,high,16,0,0,0.153,17,month_to_month,pix,total_charges(+163.22); usage_drop_30d(+0.03)
C000618,0.8853,high,4,0,1,0.013,-2,month_to_month,credit_card,total_charges(+36.05); nps_score(+1.02); late_payments_6m(+0.27)
C000619,0.8423,high,9,1,0,0.089,-29,month_to_month,pix,total_charges(+83.20); nps_score(+14.76); support_tickets_90d(+0.36)
C000620,0.5155,medium,27,1,0,-0.219,45,month_to_month,credit_card,total_charges(+280.35); support_tickets_90d(+0.36)
C000621,0.8136,high,29,2,0,0.152,38,month_to_month,boleto,total_charges(+310.16); support_tickets_90d(+0.72); usage_drop_30d(+0.03)
C000622,0.8608,high,10,2,1,0.128,53,month_to_month,pix,total_charges(+161.13); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000623,0.9796,high,26,2,1,0.395,-41,month_to_month,boleto,total_charges(+187.24); nps_score(+20.86); support_tickets_90d(+0.72)
C000624,0.4758,low,37,0,1,0.043,66,month_to_month,credit_card,total_charges(+456.37); late_payments_6m(+0.27); usage_drop_30d(+0.01)
C000625,0.8683,high,14,3,0,0.264,16,month_to_month,credit_card,total_charges(+145.41); support_tickets_90d(+1.09); usage_drop_30d(+0.05)
C000626,0.3363,low,21,1,0,-0.035,47,one_year,credit_card,total_charges(+94.16); support_tickets_90d(+0.36); has_premium(+0.00)
C000627,0.8169,high,23,1,0,0.355,-72,one_year,credit_card,total_charges(+273.98); nps_score(+36.63); support_tickets_90d(+0.36)
C000628,0.917,high,31,2,2,0.311,34,month_to_month,credit_card,total_charges(+424.15); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C000629,0.7414,medium,22,0,1,0.254,17,month_to_month,credit_card,total_charges(+148.82); late_payments_6m(+0.27); usage_drop_30d(+0.05)
C000630,0.7466,medium,45,1,1,0.061,12,two_year,boleto,total_charges(+427.67); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000631,0.607,medium,20,1,0,0.01,17,one_year,credit_card,total_charges(+92.15); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C000632,0.7099,medium,27,1,0,-0.017,-1,month_to_month,credit_card,total_charges(+157.03); nps_score(+0.51); support_tickets_90d(+0.36)
C000633,0.8281,high,23,1,0,-0.125,-29,two_year,boleto,total_charges(+303.24); nps_score(+14.76); support_tickets_90d(+0.36)
C000634,0.9366,high,11,1,1,0.134,-24,month_to_month,credit_card,total_charges(+86.16); nps_score(+12.21); support_tickets_90d(+0.36)
C000635,0.866,high,42,2,0,0.005,21,month_to_month,boleto,total_charges(+254.94); support_tickets_90d(+0.72); usage_drop_30d(+0.00)
C000636,0.7827,high,15,2,1,0.119,66,one_year,boleto,total_charges(+158.80); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000637,0.8716,high,18,4,0,0.081,59,month_to_month,credit_card,total_charges(+137.94); support_tickets_90d(+1.45); usage_drop_30d(+0.02)
C000638,0.3336,low,48,1,1,-0.143,28,two_year,credit_card,total_charges(+388.33); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000639,0.904,high,57,1,1,0.241,3,month_to_month,boleto,total_charges(+671.17); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000640,0.4193,low,41,2,0,0.067,92,month_to_month,credit_card,total_charges(+250.96); support_tickets_90d(+0.72); usage_drop_30d(+0.01)
C000641,0.5661,medium,55,2,0,0.205,44,month_to_month,credit_card,total_charges(+376.08); support_tickets_90d(+0.72); usage_drop_30d(+0.04)
C000642,0.3996,low,52,2,0,-0.16,41,one_year,pix,total_charges(+522.20); support_tickets_90d(+0.72); has_premium(+0.00)
C000643,0.8117,high,29,2,0,-0.088,-27,month_to_month,pix,total_charges(+360.12); nps_score(+13.74); support_tickets_90d(+0.72)
C000644,0.8179,high,47,2,1,-0.021,29,month_to_month,credit_card,total_charges(+630.07); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000645,0.6925,medium,20,2,0,0.094,-23,two_year,credit_card,total_charges(+167.82); nps_score(+11.70); support_tickets_90d(+0.72)
C000646,0.6298,medium,28,3,1,0.031,93,month_to_month,pix,total_charges(+349.66); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C000647,0.9056,high,33,3,1,0.296,-9,month_to_month,credit_card,total_charges(+236.62); nps_score(+4.58); support_tickets_90d(+1.09)
C000648,0.914,high,58,1,1,0.236,-1,month_to_month,boleto,total_charges(+868.90); nps_score(+0.51); support_tickets_90d(+0.36)
C000649,0.7393,medium,51,3,0,-0.082,-3,month_to_month,credit_card,total_charges(+308.15); nps_score(+1.53); support_tickets_90d(+1.09)
C000650,0.8478,high,30,0,0,0.58,7,month_to_month,credit_card,total_charges(+406.10); usage_drop_30d(+0.11)
C000651,0.8145,high,40,2,3,0.035,43,month_to_month,credit_card,total_charges(+299.47); late_payments_6m(+0.82); support_tickets_90d(+0.72)
C000652,0.8896,high,13,1,1,0.282,20,month_to_month,pix,total_charges(+203.32); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000653,0.7222,medium,49,2,1,-0.001,21,month_to_month,credit_card,total_charges(+562.92); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000654,0.703,medium,34,2,2,0.162,45,one_year,pix,total_charges(+224.83); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C000655,0.9256,high,32,1,1,0.221,-33,month_to_month,boleto,total_charges(+253.77); nps_score(+16.79); support_tickets_90d(+0.36)
C000656,0.5059,medium,46,0,0,-0.221,46,month_to_month,boleto,total_charges(+542.48)
C000657,0.7873,high,38,1,0,0.364,25,month_to_month,pix,total_charges(+489.56); support_tickets_90d(+0.36); usage_drop_30d(+0.07)
C000658,0.7777,high,5,2,0,-0.091,-5,two_year,credit_card,total_charges(+46.40); nps_score(+2.54); support_tickets_90d(+0.72)
C000659,0.7467,medium,18,5,0,-0.013,25,one_year,credit_card,total_charges(+166.61); support_tickets_90d(+1.81)
C000660,0.7667,high,11,1,1,-0.059,24,month_to_month,credit_card,total_charges(+133.30); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000661,0.8315,high,45,2,0,-0.052,-72,one_year,credit_card,total_charges(+451.59); nps_score(+36.63); support_tickets_90d(+0.72)
C000662,0.8471,high,3,3,2,-0.044,68,month_to_month,credit_card,total_charges(+6.32); support_tickets_90d(+1.09); late_payments_6m(+0.55)
C000663,0.8422,high,13,2,0,-0.165,62,month_to_month,boleto,total_charges(+88.33); support_tickets_90d(+0.72); has_premium(+0.00)
C000664,0.8689,high,36,0,1,0.187,-26,month_to_month,pix,total_charges(+368.52); nps_score(+13.23); late_payments_6m(+0.27)
C000665,0.8625,high,42,2,0,0.071,-6,month_to_month,credit_card,total_charges(+558.63); nps_score(+3.05); support_tickets_90d(+0.72)
C000666,0.6725,medium,31,0,3,0.025,67,month_to_month,credit_card,total_charges(+445.41); late_payments_6m(+0.82); usage_drop_30d(+0.00)
C000667,0.7989,high,52,1,0,0.233,43,month_to_month,boleto,total_charges(+615.30); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C000668,0.7937,high,56,3,2,0.368,34,one_year,boleto,total_charges(+586.02); support_tickets_90d(+1.09); late_payments_6m(+0.55)
C000669,0.5069,medium,8,1,0,-0.231,35,two_year,pix,total_charges(+92.44); support_tickets_90d(+0.36)
C000670,0.5441,medium,58,4,0,0.342,33,two_year,credit_card,total_charges(+438.13); support_tickets_90d(+1.45); usage_drop_30d(+0.06)
C000671,0.8821,high,37,1,1,0.046,-17,month_to_month,credit_card,total_charges(+330.83); nps_score(+8.65); support_tickets_90d(+0.36)
C000672,0.5222,medium,39,2,1,-0.193,0,one_year,pix,total_charges(+268.54); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000673,0.8343,high,6,1,1,0.124,55,month_to_month,credit_card,total_charges(+37.76); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000674,0.8048,high,38,0,1,0.029,43,month_to_month,boleto,total_charges(+401.95); late_payments_6m(+0.27); usage_drop_30d(+0.01)
C000675,0.6796,medium,44,2,1,0.205,30,one_year,credit_card,total_charges(+448.38); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000676,0.7203,medium,35,1,0,0.076,-3,month_to_month,credit_card,total_charges(+404.50); nps_score(+1.53); support_tickets_90d(+0.36)
C000677,0.4802,low,6,0,0,0.114,55,two_year,boleto,total_charges(+63.72); usage_drop_30d(+0.02)
C000678,0.9088,high,32,0,1,-0.028,-14,month_to_month,boleto,total_charges(+334.63); nps_score(+7.12); late_payments_6m(+0.27)
C000679,0.5509,medium,57,1,1,-0.135,72,month_to_month,credit_card,total_charges(+633.26); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000680,0.8007,high,44,1,0,0.184,-5,month_to_month,pix,total_charges(+419.34); nps_score(+2.54); support_tickets_90d(+0.36)
C000681,0.7175,medium,9,1,0,-0.044,-11,one_year,pix,total_charges(+102.83); nps_score(+5.60); support_tickets_90d(+0.36)
C000682,0.7389,medium,58,0,0,0.122,21,month_to_month,boleto,total_charges(+429.05); usage_drop_30d(+0.02)
C000683,0.5497,medium,58,2,0,0.317,27,one_year,pix,total_charges(+615.21); support_tickets_90d(+0.72); usage_drop_30d(+0.06)
C000684,0.8062,high,11,1,0,0.021,23,month_to_month,pix,total_charges(+123.67); support_tickets_90d(+0.36); usage_drop_30d(+0.00)
C000685,0.8399,high,49,2,0,0.176,-26,one_year,boleto,total_charges(+366.81); nps_score(+13.23); support_tickets_90d(+0.72)
C000686,0.8911,high,25,1,1,0.044,35,month_to_month,boleto,total_charges(+236.73); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000687,0.3768,low,36,2,1,-0.016,54,two_year,pix,total_charges(+271.03); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000688,0.4975,low,27,0,0,-0.231,17,month_to_month,pix,total_charges(+217.15)
C000689,0.7927,high,47,0,0,0.043,-34,month_to_month,boleto,total_charges(+290.60); nps_score(+17.30); usage_drop_30d(+0.01)
C000690,0.8658,high,60,4,0,0.02,13,month_to_month,credit_card,total_charges(+798.10); support_tickets_90d(+1.45); usage_drop_30d(+0.00)
C000691,0.9393,high,48,5,0,-0.107,-20,month_to_month,credit_card,total_charges(+615.90); nps_score(+10.18); support_tickets_90d(+1.81)
C000692,0.8057,high,56,2,0,-0.316,-48,one_year,boleto,total_charges(+627.34); nps_score(+24.42); support_tickets_90d(+0.72)
C000693,0.6251,medium,57,1,1,-0.251,1,month_to_month,pix,total_charges(+891.24); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000694,0.5705,medium,6,1,2,0.371,77,two_year,credit_card,total_charges(+56.24); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C000695,0.8307,high,16,2,1,0.057,17,month_to_month,pix,total_charges(+304.37); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C000696,0.26,low,44,0,0,-0.209,10,one_year,credit_card,total_charges(+391.30)
C000697,0.5176,medium,36,1,1,-0.058,45,one_year,credit_card,total_charges(+375.44); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C000698,0.5739,medium,4,1,0,0.052,41,two_year,pix,total_charges(+27.74); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
