customer_id,churn_probability,risk_level
C001239,0.9613,high
C001240,0.6463,medium
C001241,0.8568,high
C001242,0.6062,medium
C001243,0.3591,low
C001244,0.7449,medium
C001245,0.8265,high
C001246,0.5665,medium
C001247,0.3681,low
C001248,0.9183,high
C001249,0.2274,low
C001250,0.9228,high
C001251,0.567,medium
C001252,0.832,high
C001253,0.3748,low
C001254,0.6583,medium
C001255,0.4643,low
C001256,0.7654,high
C001257,0.7581,high
C001258,0.8399,high
C001259,0.7275,medium
C001260,0.6415,medium
C001261,0.3961,low
C001262,0.8934,high
C001263,0.7256,medium
C001264,0.6093,medium
C001265,0.7557,high
C001266,0.9475,high
C001267,0.6662,medium
C001268,0.6061,medium
C001269,0.9294,high
C001270,0.6179,medium
C001271,0.906,high
C001272,0.6364,medium
C001273,0.6884,medium
C001274,0.7006,medium
C001275,0.8572,high
C001276,0.6601,medium
C001277,0.7512,high
C001278,0.8384,high
C001279,0.5919,medium
C001280,0.8053,high
C001281,0.5623,medium
C001282,0.8076,high
C001283,0.6625,medium
C001284,0.8476,high
C001285,0.809,high
C001286,0.177,low
C001287,0.8763,high
C001288,0.8538,high
C001289,0.6131,medium
C001290,0.8795,high
C001291,0.4986,low
C001292,0.7518,high
C001293,0.8507,high
C001294,0.809,high
C001295,0.7009,medium
C001296,0.689,medium
C001297,0.8827,high
C001298,0.6353,medium
C001299,0.792,high
C001300,0.7727,high
C001301,0.7837,high
C001302,0.2738,low
C001303,0.6001,medium
C001304,0.6914,medium
C001305,0.8566,high
C001306,0.778,high
C001307,0.7639,high
C001308,0.5758,medium
C001309,0.7332,medium
C001310,0.6293,medium
C001311,0.5906,medium
C001312,0.7322,medium
C001313,0.7597,high
C001314,0.531,medium
C001315,0.458,low
C001316,0.9615,high
C001317,0.6239,medium
C001318,0.5957,medium
C001319,0.6901,medium
C001320,0.8009,high
C001321,0.9431,high
C001322,0.6756,medium
C001323,0.8181,high
C001324,0.5483,medium
C001325,0.7335,medium
C001326,0.716,medium
C001327,0.3859,low
C001328,0.5029,medium
C001329,0.524,medium
C001330,0.5489,medium
C001331,0.3209,low
C001332,0.5944,medium
C001333,0.9346,high
C001334,0.4276,low
C001335,0.6541,medium
C001336,0.5624,medium
C001337,0.9071,high
C001338,0.2711,low
C001339,0.8606,high
C001340,0.464,low
C001341,0.9343,high
C001342,0.6713,medium
C001343,0.6471,medium
C001344,0.8837,high
C001345,0.3245,low
C001346,0.7852,high
C001347,0.616,medium
C001348,0.95,high
C001349,0.809,high
C001350,0.8396,high
C001351,0.8988,high
C001352,0.6193,medium
C001353,0.5106,medium
C001354,0.9378,high
C001355,0.352,low
C001356,0.8971,high
C001357,0.7719,high
C001358,0.7289,medium
C001359,0.8149,high
C001360,0.4557,low
C001361,0.8761,high
C001362,0.7551,high
C001363,0.7582,high
C001364,0.7582,high
C001365,0.868,high
C001366,0.812,high
C001367,0.8425,high
C001368,0.6562,medium
C001369,0.689,medium
C001370,0.3052,low
C001371,0.4041,low
C001372,0.7585,high
C001373,0.6171,medium
C001374,0.7203,medium
C001375,0.7537,high
C001376,0.6772,medium
C001377,0.5697,medium
C001378,0.3679,low
C001379,0.6784,medium
C001380,0.8653,high
C001381,0.484,low
C001382,0.4762,low
C001383,0.5119,medium
C001384,0.7373,medium
C001385,0.8678,high
C001386,0.1896,low
C001387,0.8028,high
C001388,0.6465,medium
C001389,0.5714,medium
C001390,0.9336,high
C001391,0.6366,medium
C001392,0.7381,medium
C001393,0.7426,medium
C001394,0.947,high
C001395,0.5439,medium
C001396,0.5534,medium
C001397,0.7452,medium
C001398,0.915,high
C001399,0.7485,medium
C001400,0.7374,medium
C001401,0.4964,low
C001402,0.743,medium
C001403,0.531,medium
C001404,0.7238,medium
C001405,0.8684,high
C001406,0.9016,high
C001407,0.8505,high
C001408,0.6014,medium
C001409,0.8078,high
C001410,0.9636,high
C001411,0.7932,high
C001412,0.8959,high
C001413,0.4032,low
C001414,0.36,low
C001415,0.3253,low
C001416,0.6896,medium
C001417,0.7871,high
C001418,0.2098,low
C001419,0.8669,high
C001420,0.7257,medium
C001421,0.8333,high
C001422,0.4807,low
C001423,0.8704,high
C001424,0.6771,medium
C001425,0.6695,medium
C001426,0.9003,high
C001427,0.9492,high
C001428,0.9017,high
C001429,0.7317,medium
C001430,0.8204,high
C001431,0.8555,high
C001432,0.7859,high
C001433,0.6421,medium
C001434,0.8816,high
C001435,0.8482,high
C001436,0.2879,low
C001437,0.6514,medium
C001438,0.8639,high
C001439,0.7159,medium
C001440,0.6199,medium
C001441,0.7756,high
C001442,0.7533,high
C001443,0.8116,high
C001444,0.7913,high
C001445,0.9396,high
C001446,0.313,low
C001447,0.5929,medium
C001448,0.6373,medium
C001449,0.8173,high
C001450,0.5168,medium
C001451,0.8782,high
C001452,0.9022,high
C001453,0.743,medium
C001454,0.638,medium
C001455,0.4841,low
C001456,0.3558,low
C001457,0.718,medium
C001458,0.7488,medium
C001459,0.6918,medium
C001460,0.4109,low
C001461,0.6491,medium
C001462,0.3314,low
C001463,0.459,low
C001464,0.349,low
C001465,0.8908,high
C001466,0.2087,low
C001467,0.3345,low
C001468,0.7047,medium
C001469,0.9485,high
C001470,0.8354,high
C001471,0.441,low
C001472,0.7821,high
C001473,0.8632,high
C001474,0.9083,high
C001475,0.9742,high
C001476,0.9255,high
C001477,0.6917,medium
C001478,0.8807,high
C001479,0.7051,medium
C001480,0.7267,medium
C001481,0.9352,high
C001482,0.5602,medium
C001483,0.6628,medium
C001484,0.8394,high
C001485,0.7789,high
C001486,0.6328,medium
C001487,0.9618,high
C001488,0.7148,medium
C001489,0.7583,high
C001490,0.8823,high
C001491,0.7403,medium
C001492,0.7972,high
C001493,0.4594,low
C001494,0.5593,medium
C001495,0.7613,high
C001496,0.1661,low
C001497,0.7722,high
C001498,0.5993,medium
C001499,0.7694,high
C001500,0.9433,high
C001501,0.7619,high
C001502,0.7796,high
C001503,0.3775,low
C001504,0.7004,medium
C001505,0.8221,high
C001506,0.6138,medium
C001507,0.7504,high
C001508,0.6358,medium
C001509,0.7467,medium
C001510,0.783,high
C001511,0.751,high
C001512,0.7438,medium
C001513,0.6761,medium
C001514,0.6766,medium
C001515,0.7303,medium
C001516,0.4946,low
C001517,0.7303,medium
C001518,0.6673,medium
C001519,0.588,medium
C001520,0.6057,medium
C001521,0.8331,high
C001522,0.6309,medium
C001523,0.7122,medium
C001524,0.7272,medium
C001525,0.9076,high
C001526,0.354,low
C001527,0.4715,low
C001528,0.7478,medium
C001529,0.5398,medium
C001530,0.3606,low
C001531,0.7086,medium
C001532,0.6238,medium
C001533,0.7552,high
C001534,0.1723,low
C001535,0.547,medium
C001536,0.7149,medium
C001537,0.7276,medium
C001538,0.7831,high
C001539,0.3346,low
C001540,0.6416,medium
C001541,0.874,high
C001542,0.4724,low
C001543,0.7763,high
C001544,0.8113,high
C001545,0.591,medium
C001546,0.8721,high
C001547,0.608,medium
C001548,0.5066,medium
C001549,0.411,low
C001550,0.6996,medium
C001551,0.7354,medium
C001552,0.7971,high
C001553,0.3695,low
C001554,0.5855,medium
C001555,0.7677,high
C001556,0.7224,medium
C001557,0.7364,medium
C001558,0.2108,low
C001559,0.8028,high
C001560,0.8212,high
C001561,0.8019,high
C001562,0.8619,high
C001563,0.8041,high
C001564,0.5014,medium
C001565,0.9264,high
C001566,0.8788,high
C001567,0.8732,high
C001568,0.8373,high
C001569,0.7667,high
C001570,0.9536,high
C001571,0.6328,medium
C001572,0.7451,medium
C001573,0.9509,high
C001574,0.9549,high
C001575,0.6319,medium
C001576,0.9296,high
C001577,0.3949,low
C001578,0.3294,low
C001579,0.6651,medium
C001580,0.5371,medium
C001581,0.8688,high
C001582,0.8582,high
C001583,0.8267,high
C001584,0.5713,medium
C001585,0.7697,high
C001586,0.3967,low
C001587,0.9672,high
C001588,0.4621,low
C001589,0.7086,medium
C001590,0.2797,low
C001591,0.4108,low
C001592,0.6604,medium
C001593,0.5697,medium
C001594,0.7834,high
C001595,0.6066,medium
C001596,0.9198,high
C001597,0.5562,medium
C001598,0.8025,high
C001599,0.7938,high
C001600,0.8864,high
C001601,0.8238,high
C001602,0.7137,medium
C001603,0.8809,high
C001604,0.8568,high
C001605,0.8525,high
C001606,0.8359,high
C001607,0.7705,high
C001608,0.7901,high
C001609,0.6085,medium
C001610,0.5783,medium
C001611,0.6329,medium
C001612,0.5154,medium
C001613,0.3412,low
C001614,0.9905,high
C001615,0.8593,high
C001616,0.6681,medium
C001617,0.9387,high
C001618,0.8661,high
C001619,0.7384,medium
C001620,0.9459,high
C001621,0.9306,high
C001622,0.8715,high
C001623,0.8555,high
C001624,0.8903,high
C001625,0.9485,high
C001626,0.6877,medium
C001627,0.8626,high
C001628,0.771,high
C001629,0.5281,medium
C001630,0.8807,high
C001631,0.329,low
C001632,0.9755,high
C001633,0.3761,low
C001634,0.6471,medium
C001635,0.5864,medium
C001636,0.7998,high
C001637,0.6894,medium
C001638,0.7974,high
C001639,0.6764,medium
C001640,0.8444,high
C001641,0.8711,high
C001642,0.3187,low
C001643,0.5875,medium
C001644,0.7672,high
C001645,0.6132,medium
C001646,0.818,high
C001647,0.8451,high
C001648,0.5787,medium
C001649,0.7177,medium
C001650,0.7217,medium
C001651,0.6609,medium
C001652,0.802,high
C001653,0.9153,high
C001654,0.611,medium
C001655,0.9366,high
C001656,0.4639,low
C001657,0.7016,medium
C001658,0.7768,high
C001659,0.8326,high
C001660,0.715,medium
C001661,0.8181,high
C001662,0.3943,low
C001663,0.6474,medium
C001664,0.7046,medium
C001665,0.8228,high
C001666,0.5992,medium
C001667,0.7056,medium
C001668,0.6936,medium
C001669,0.6741,medium
C001670,0.3271,low
C001671,0.8751,high
C001672,0.7342,medium
C001673,0.4722,low
C001674,0.374,low
C001675,0.4403,low
C001676,0.9238,high
C001677,0.6456,medium
C001678,0.6127,medium
C001679,0.8306,high
C001680,0.9706,high
C001681,0.4104,low
C001682,0.9205,high
C001683,0.6232,medium
C001684,0.8631,high
C001685,0.7272,medium
C001686,0.9129,high
C001687,0.3672,low
C001688,0.6978,medium
C001689,0.7119,medium
C001690,0.8197,high
C001691,0.8646,high
C001692,0.6065,medium
C001693,0.4028,low
C001694,0.9269,high
C001695,0.6675,medium
C001696,0.8238,high
C001697,0.8068,high
C001698,0.8854,high
C001699,0.8666,high
C001700,0.8183,high
C001701,0.9004,high
C001702,0.3425,low
C001703,0.7673,high
C001704,0.5348,medium
C001705,0.8263,high
C001706,0.3532,low
C001707,0.2728,low
C001708,0.727,medium
C001709,0.8447,high
C001710,0.5148,medium
C001711,0.8634,high
C001712,0.9031,high
C001713,0.6603,medium
C001714,0.7233,medium
C001715,0.8333,high
C001716,0.5036,medium
C001717,0.8764,high
C001718,0.5353,medium
C001719,0.7405,medium
C001720,0.5692,medium
C001721,0.4535,low
C001722,0.1889,low
C001723,0.6305,medium
C001724,0.4491,low
C001725,0.7789,high
C001726,0.5156,medium
C001727,0.3484,low
C001728,0.738,medium
C001729,0.7072,medium
C001730,0.6896,medium
C001731,0.4504,low
C001732,0.8531,high
C001733,0.8743,high
C001734,0.5453,medium
C001735,0.6248,medium
C001736,0.3806,low
C001737,0.8637,high
C001738,0.3112,low
C001739,0.903,high
C001740,0.5136,medium
C001741,0.7806,high
C001742,0.7832,high
C001743,0.628,medium
C001744,0.9261,high
C001745,0.6995,medium
C001746,0.7056,medium
C001747,0.5653,medium
C001748,0.722,medium
C001749,0.8346,high
C001750,0.4689,low
C001751,0.7607,high
C001752,0.4388,low
C001753,0.8496,high
C001754,0.2711,low
C001755,0.9147,high
C001756,0.2812,low
C001757,0.6811,medium
C001758,0.8164,high
C001759,0.6952,medium
C001760,0.6558,medium
C001761,0.7496,medium
C001762,0.8742,high
C001763,0.7784,high
C001764,0.9229,high
C001765,0.5247,medium
C001766,0.7967,high
C001767,0.4334,low
C001768,0.9149,high
C001769,0.7964,high
C001770,0.8482,high
C001771,0.7769,high
C001772,0.5306,medium
C001773,0.745,medium
C001774,0.9161,high
C001775,0.5537,medium
C001776,0.95,high
C001777,0.9229,high
C001778,0.8668,high
C001779,0.5203,medium
C001780,0.8801,high
C001781,0.5816,medium
C001782,0.9261,high
C001783,0.3006,low
C001784,0.6505,medium
C001785,0.9425,high
C001786,0.7921,high
C001787,0.8189,high
C001788,0.3126,low
C001789,0.749,medium
C001790,0.77,high
C001791,0.3609,low
C001792,0.8119,high
C001793,0.7228,medium
C001794,0.7692,high
C001795,0.5182,medium
C001796,0.4027,low
C001797,0.9404,high
C001798,0.4658,low
C001799,0.8132,high
C001800,0.9112,high
C001801,0.7952,high
C001802,0.7129,medium
C001803,0.9229,high
C001804,0.9092,high
C001805,0.8307,high
C001806,0.9499,high
C001807,0.6445,medium
C001808,0.6905,medium
C001809,0.5914,medium
C001810,0.9473,high
C001811,0.8686,high
C001812,0.7987,high
C001813,0.5762,medium
C001814,0.7522,high
C001815,0.8008,high
C001816,0.9105,high
C001817,0.8337,high
C001818,0.6457,medium
C001819,0.5866,medium
C001820,0.8344,high
C001821,0.8081,high
C001822,0.6615,medium
C001823,0.7727,high
C001824,0.8648,high
C001825,0.452,low
C001826,0.6823,medium
C001827,0.8382,high
C001828,0.5232,medium
C001829,0.7451,medium
C001830,0.9099,high
C001831,0.7208,medium
C001832,0.9247,high
C001833,0.7077,medium
C001834,0.8607,high
C001835,0.8921,high
C001836,0.5698,medium
C001837,0.8284,high
C001838,0.6817,medium
C001839,0.8896,high
C001840,0.5431,medium
C001841,0.7426,medium
C001842,0.6089,medium
C001843,0.6646,medium
C001844,0.7962,high
C001845,0.8006,high
C001846,0.559,medium
C001847,0.9485,high
C001848,0.388,low
C001849,0.711,medium
C001850,0.9132,high
C001851,0.817,high
C001852,0.9252,high
C001853,0.5633,medium
C001854,0.6662,medium
C001855,0.4013,low
C001856,0.7435,medium
C001857,0.8892,high
C001858,0.5176,medium
C001859,0.8305,high
C001860,0.3357,low
C001861,0.7858,high
C001862,0.8489,high
C001863,0.523,medium
C001864,0.6284,medium
C001865,0.7576,high
C001866,0.6839,medium
C001867,0.778,high
C001868,0.8814,high
C001869,0.9663,high
C001870,0.9678,high
C001871,0.8695,high
C001872,0.914,high
C001873,0.7029,medium
C001874,0.9856,high
C001875,0.9064,high
C001876,0.4952,low
C001877,0.6755,medium
C001878,0.4946,low
C001879,0.7855,high
C001880,0.7131,medium
C001881,0.9555,high
C001882,0.9401,high
C001883,0.5407,medium
C001884,0.433,low
C001885,0.6481,medium
C001886,0.4887,low
C001887,0.7984,high
C001888,0.923,high
C001889,0.9642,high
C001890,0.8232,high
C001891,0.8503,high
C001892,0.839,high
C001893,0.4919,low
C001894,0.9408,high
C001895,0.2777,low
C001896,0.7364,medium
C001897,0.5357,medium
C001898,0.8839,high
C001899,0.7592,high
C001900,0.8816,high
C001901,0.4285,low
C001902,0.1306,low
C001903,0.912,high
C001904,0.8633,high
C001905,0.8287,high
C001906,0.8452,high
C001907,0.646,medium
C001908,0.6502,medium
C001909,0.7163,medium
C001910,0.7742,high
C001911,0.7007,medium
C001912,0.7903,high
C001913,0.8616,high
C001914,0.8861,high
C001915,0.4208,low
C001916,0.8947,high
C001917,0.5582,medium
C001918,0.784,high
C001919,0.7624,high
C001920,0.9402,high
C001921,0.9092,high
C001922,0.6911,medium
C001923,0.7201,medium
C001924,0.6023,medium
C001925,0.8446,high
C001926,0.8499,high
C001927,0.8585,high
C001928,0.9279,high
C001929,0.7192,medium
C001930,0.67,medium
C001931,0.8229,high
C001932,0.8574,high
C001933,0.6892,medium
C001934,0.6942,medium
C001935,0.8438,high
C001936,0.7778,high
C001937,0.8851,high
C001938,0.8549,high
C001939,0.4876,low
C001940,0.6072,medium
C001941,0.7688,high
C001942,0.7156,medium
C001943,0.9861,high
C001944,0.7121,medium
C001945,0.8126,high
C001946,0.7997,high
C001947,0.8592,high
C001948,0.592,medium
C001949,0.7491,medium
C001950,0.2959,low
C001951,0.8937,high
C001952,0.9155,high
C001953,0.1992,low
C001954,0.8162,high
C001955,0.9216,high
C001956,0.7785,high
C001957,0.8976,high
C001958,0.8571,high
C001959,0.6238,medium
C001960,0.4402,low
C001961,0.777,high
C001962,0.8152,high
C001963,0.5499,medium
C001964,0.3377,low
C001965,0.6141,medium
C001966,0.337,low
C001967,0.7155,medium
C001968,0.9606,high
C001969,0.9198,high
C001970,0.6238,medium
C001971,0.6677,medium
C001972,0.7628,high
C001973,0.7213,medium
C001974,0.3328,low
C001975,0.6443,medium
C001976,0.7563,high
C001977,0.7934,high
C001978,0.8867,high
C001979,0.4392,low
C001980,0.3949,low
C001981,0.8175,high
C001982,0.7798,high
C001983,0.9061,high
C001984,0.4913,low
C001985,0.4905,low
C001986,0.8723,high
C001987,0.3077,low
C001988,0.9027,high
C001989,0.633,medium
C001990,0.8739,high
C001991,0.5484,medium
C001992,0.9017,high
C001993,0.8133,high
C001994,0.8523,high
C001995,0.6589,medium
C001996,0.5172,medium
C001997,0.5438,medium
C001998,0.6556,medium
C001999,0.8553,high
C002000,0.8851,high
C002001,0.9489,high
C002002,0.7235,medium
C002003,0.807,high
C002004,0.7042,medium
C002005,0.9368,high
C002006,0.8594,high
C002007,0.7134,medium
C002008,0.6047,medium
C002009,0.8146,high
C002010,0.737,medium
C002011,0.4416,low
C002012,0.5347,medium
C002013,0.7947,high
C002014,0.562,medium
C002015,0.957,high
C002016,0.3801,low
C002017,0.9195,high
C002018,0.7263,medium
C002019,0.5828,medium
C002020,0.7089,medium
C002021,0.6967,medium
C002022,0.7503,high
C002023,0.6147,medium
C002024,0.8029,high
C002025,0.9224,high
C002026,0.711,medium
C002027,0.4268,low
C002028,0.7858,high
C002029,0.8296,high
C002030,0.6186,medium
C002031,0.7627,high
C002032,0.7181,medium
C002033,0.7438,medium
C002034,0.6804,medium
C002035,0.8844,high
C002036,0.4636,low
C002037,0.7489,medium
C002038,0.2386,low
C002039,0.9062,high
C002040,0.6742,medium
C002041,0.855,high
C002042,0.6641,medium
C002043,0.6608,medium
C002044,0.3964,low
C002045,0.8805,high
C002046,0.7831,high
C002047,0.6745,medium
C002048,0.6532,medium
C002049,0.9413,high
C002050,0.8722,high
C002051,0.8614,high
C002052,0.4801,low
C002053,0.7535,high
C002054,0.9153,high
C002055,0.5716,medium
C002056,0.8186,high
C002057,0.503,medium
C002058,0.2298,low
C002059,0.6826,medium
C002060,0.7989,high
C002061,0.9546,high
C002062,0.9293,high
C002063,0.6363,medium
C002064,0.9447,high
C002065,0.8489,high
C002066,0.4873,low
C002067,0.5649,medium
C002068,0.8843,high
C002069,0.7437,medium
C002070,0.839,high
C002071,0.7942,high
C002072,0.8304,high
C002073,0.4332,low
C002074,0.4633,low
C002075,0.7941,high
C002076,0.9266,high
C002077,0.6453,medium
C002078,0.3077,low
C002079,0.6444,medium
C002080,0.7836,high
C002081,0.9077,high
C002082,0.6302,medium
C002083,0.7566,high
C002084,0.976,high
C002085,0.7359,medium
C002086,0.5657,medium
C002087,0.9341,high
C002088,0.8069,high
C002089,0.395,low
C002090,0.4343,low
C002091,0.8953,high
C002092,0.8788,high
C002093,0.7276,medium
C002094,0.8378,high
C002095,0.5325,medium
C002096,0.5434,medium
C002097,0.6548,medium
C002098,0.7196,medium
C002099,0.8446,high
C002100,0.6767,medium
C002101,0.8168,high
C002102,0.5065,medium
C002103,0.9365,high
C002104,0.7132,medium
C002105,0.6923,medium
C002106,0.4667,low
C002107,0.3347,low
C002108,0.7785,high
C002109,0.901,high
C002110,0.8337,high
C002111,0.5545,medium
C002112,0.7895,high
C002113,0.7818,high
C002114,0.7889,high
C002115,0.582,medium
C002116,0.7048,medium
C002117,0.6384,medium
C002118,0.8982,high
C002119,0.7947,high
C002120,0.6468,medium
C002121,0.4489,low
C002122,0.2399,low
C002123,0.8238,high
C002124,0.7188,medium
C002125,0.6112,medium
C002126,0.8077,high
C002127,0.5696,medium
C002128,0.8991,high
C002129,0.562,medium
C002130,0.4532,low
C002131,0.7544,high
C002132,0.7226,medium
C002133,0.6517,medium
C002134,0.7806,high
C002135,0.7699,high
C002136,0.6245,medium
C002137,0.9464,high
C002138,0.7252,medium
C002139,0.5157,medium
C002140,0.6021,medium
C002141,0.7197,medium
C002142,0.515,medium
C002143,0.6903,medium
C002144,0.5491,medium
C002145,0.9333,high
C002146,0.7761,high
C002147,0.5275,medium
C002148,0.7301,medium
C002149,0.4631,low
C002150,0.9238,high
C002151,0.7635,high
C002152,0.3978,low
C002153,0.4203,low
C002154,0.3943,low
C002155,0.9357,high
C002156,0.286,low
C002157,0.5292,medium
C002158,0.7018,medium
C002159,0.8847,high
C002160,0.7604,high
C002161,0.6531,medium
C002162,0.5277,medium
C002163,0.8099,high
C002164,0.7916,high
C002165,0.2127,low
C002166,0.9704,high
C002167,0.7468,medium
C002168,0.3105,low
C002169,0.5679,medium
C002170,0.93,high
C002171,0.7282,medium
C002172,0.6263,medium
C002173,0.601,medium
C002174,0.9086,high
C002175,0.7638,high
C002176,0.5553,medium
C002177,0.3195,low
C002178,0.6688,medium
C002179,0.6653,medium
C002180,0.6257,medium
C002181,0.8575,high
C002182,0.639,medium
C002183,0.3338,low
C002184,0.7804,high
C002185,0.8129,high
C002186,0.5023,medium
C002187,0.894,high
C002188,0.5108,medium
C002189,0.7191,medium
C002190,0.8342,high
C002191,0.8238,high
C002192,0.7061,medium
C002193,0.5311,medium
C002194,0.6926,medium
C002195,0.6369,medium
C002196,0.9372,high
C002197,0.9037,high
C002198,0.9175,high
C002199,0.7839,high
C002200,0.9626,high
C002201,0.6196,medium
C002202,0.8761,high
C002203,0.8255,high
C002204,0.6822,medium
C002205,0.3907,low
C002206,0.468,low
C002207,0.8231,high
C002208,0.8586,high
C002209,0.4692,low
C002210,0.3125,low
C002211,0.5823,medium
C002212,0.716,medium
C002213,0.7642,high
C002214,0.9612,high
C002215,0.8417,high
C002216,0.7443,medium
C002217,0.6386,medium
C002218,0.6464,medium
C002219,0.811,high
C002220,0.8515,high
C002221,0.9076,high
C002222,0.8487,high
C002223,0.8165,high
C002224,0.743,medium
C002225,0.8247,high
C002226,0.4627,low
C002227,0.8582,high
C002228,0.7622,high
C002229,0.5968,medium
C002230,0.6921,medium
C002231,0.5055,medium
C002232,0.6948,medium
C002233,0.8915,high
C002234,0.8632,high
C002235,0.4408,low
C002236,0.6798,medium
C002237,0.3368,low
C002238,0.8429,high
C002239,0.597,medium
C002240,0.8869,high
C002241,0.842,high
C002242,0.4141,low
C002243,0.9083,high
C002244,0.741,medium
C002245,0.5548,medium
C002246,0.5964,medium
C002247,0.9464,high
C002248,0.6346,medium
C002249,0.818,high
C002250,0.3913,low
C002251,0.8003,high
C002252,0.893,high
C002253,0.7467,medium
C002254,0.7021,medium
C002255,0.9009,high
C002256,0.5828,medium
C002257,0.6856,medium
C002258,0.5672,medium
C002259,0.4268,low
C002260,0.6813,medium
C002261,0.9213,high
C002262,0.9134,high
C002263,0.8005,high
C002264,0.9018,high
C002265,0.4584,low
C002266,0.8455,high
C002267,0.2979,low
C002268,0.8867,high
C002269,0.7972,high
C002270,0.5648,medium
C002271,0.7817,high
C002272,0.9006,high
C002273,0.6964,medium
C002274,0.9136,high
C002275,0.1951,low
C002276,0.8892,high
C002277,0.9159,high
C002278,0.8628,high
C002279,0.7046,medium
C002280,0.7409,medium
C002281,0.8049,high
C002282,0.5405,medium
C002283,0.4142,low
C002284,0.6802,medium
C002285,0.4685,low
C002286,0.4691,low
C002287,0.5356,medium
C002288,0.5815,medium
C002289,0.714,medium
C002290,0.796,high
C002291,0.5684,medium
C002292,0.7136,medium
C002293,0.5153,medium
C002294,0.6167,medium
C002295,0.8421,high
C002296,0.2876,low
C002297,0.7002,medium
C002298,0.632,medium
C002299,0.7029,medium
C002300,0.4814,low
C002301,0.9103,high
C002302,0.6911,medium
C002303,0.5492,medium
C002304,0.7994,high
C002305,0.9255,high
C002306,0.7623,high
C002307,0.8918,high
C002308,0.889,high
C002309,0.7323,medium
C002310,0.7699,high
C002311,0.8894,high
C002312,0.5741,medium
C002313,0.8373,high
C002314,0.9157,high
C002315,0.7423,medium
C002316,0.8625,high
C002317,0.6565,medium
C002318,0.8048,high
C002319,0.6244,medium
C002320,0.6303,medium
C002321,0.9107,high
C002322,0.7913,high
C002323,0.748,medium
C002324,0.6924,medium
C002325,0.4124,low
C002326,0.6024,medium
C002327,0.8517,high
C002328,0.9233,high
C002329,0.5596,medium
C002330,0.9216,high
C002331,0.845,high
C002332,0.4855,low
C002333,0.4565,low
C002334,0.6424,medium
C002335,0.7271,medium
C002336,0.6117,medium
C002337,0.8804,high
C002338,0.3518,low
C002339,0.576,medium
C002340,0.6323,medium
C002341,0.6577,medium
C002342,0.7387,medium
C002343,0.3347,low
C002344,0.4191,low
C002345,0.6125,medium
C002346,0.7587,high
C002347,0.6411,medium
C002348,0.5385,medium
C002349,0.9003,high
C002350,0.8988,high
C002351,0.9148,high
C002352,0.7554,high
C002353,0.4745,low
C002354,0.8311,high
C002355,0.7031,medium
C002356,0.8108,high
C002357,0.5581,medium
C002358,0.6152,medium
C002359,0.818,high
C002360,0.4851,low
C002361,0.719,medium
C002362,0.636,medium
C002363,0.6189,medium
C002364,0.2579,low
C002365,0.8118,high
C002366,0.6807,medium
C002367,0.5905,medium
C002368,0.9184,high
C002369,0.8096,high
C002370,0.6222,medium
C002371,0.8987,high
C002372,0.7307,medium
C002373,0.6466,medium
C002374,0.6592,medium
C002375,0.7095,medium
C002376,0.6896,medium
C002377,0.7656,high
C002378,0.5593,medium
C002379,0.546,medium
C002380,0.86,high
C002381,0.789,high
C002382,0.8222,high
C002383,0.7631,high
C002384,0.7139,medium
C002385,0.6016,medium
C002386,0.9126,high
C002387,0.6532,medium
C002388,0.7631,high
C002389,0.7743,high
C002390,0.6889,medium
C002391,0.481,low
C002392,0.8759,high
C002393,0.8565,high
C002394,0.4281,low
C002395,0.9167,high
C002396,0.5629,medium
C002397,0.658,medium
C002398,0.6891,medium
C002399,0.5792,medium
C002400,0.8098,high
C002401,0.7423,medium
C002402,0.5262,medium
C002403,0.532,medium
C002404,0.8404,high
C002405,0.4886,low
C002406,0.8318,high
C002407,0.5106,medium
C002408,0.8081,high
C002409,0.9124,high
C002410,0.7649,high
C002411,0.8118,high
C002412,0.2018,low
C002413,0.5365,medium
C002414,0.8713,high
C002415,0.8358,high
C002416,0.7484,medium
C002417,0.6421,medium
C002418,0.9743,high
C002419,0.9596,high
C002420,0.9272,high
C002421,0.8249,high
C002422,0.7403,medium
C002423,0.8021,high
C002424,0.5977,medium
C002425,0.5196,medium
C002426,0.92,high
C002427,0.8624,high
C002428,0.6519,medium
C002429,0.8948,high
C002430,0.9174,high
C002431,0.9374,high
C002432,0.3783,low
C002433,0.7356,medium
C002434,0.7732,high
C002435,0.1343,low
C002436,0.8706,high
C002437,0.8526,high
C002438,0.3552,low
C002439,0.9097,high
C002440,0.8587,high
C002441,0.8603,high
C002442,0.4141,low
C002443,0.8722,high
C002444,0.6677,medium
C002445,0.5193,medium
C002446,0.7177,medium
C002447,0.4748,low
C002448,0.7812,high
C002449,0.4635,low
C002450,0.6417,medium
C002451,0.5116,medium
C002452,0.3317,low
C002453,0.9258,high
C002454,0.6757,medium
C002455,0.93,high
C002456,0.8701,high
C002457,0.6328,medium
C002458,0.9411,high
C002459,0.8527,high
C002460,0.8816,high
C002461,0.781,high
C002462,0.7402,medium
C002463,0.3637,low
C002464,0.526,medium
C002465,0.8611,high
C002466,0.8848,high
C002467,0.4977,low
C002468,0.9588,high
C002469,0.5119,medium
C002470,0.7076,medium
C002471,0.5169,medium
C002472,0.7483,medium
C002473,0.7897,high
C002474,0.8648,high
C002475,0.8423,high
C002476,0.6489,medium
