customer_id,tenure_months,monthly_charges,total_charges,support_tickets_90d,late_payments_6m,payment_method,contract,has_auto_pay,has_premium,usage_drop_30d,nps_score,churn
C001080,56,123.47,6911.4,0,0,boleto,month_to_month,1,1,0.107,-39,0
C001081,60,63.67,3944.24,0,0,credit_card,month_to_month,0,0,0.084,48,0
C001082,58,56.09,3243.34,0,1,credit_card,month_to_month,1,0,0.244,20,1
C001083,34,106.07,3634.33,1,1,boleto,one_year,1,1,-0.1,17,1
C001084,13,164.64,2172.66,1,0,boleto,month_to_month,0,0,0.107,43,1
C001085,51,103.46,5313.21,0,0,credit_card,one_year,0,0,0.004,-13,0
C001086,49,155.74,7645.98,1,1,credit_card,month_to_month,1,0,0.126,47,1
C001087,60,122.32,7348.75,1,1,boleto,month_to_month,0,1,0.27,-12,1
C001088,40,126.49,5064.77,1,1,credit_card,month_to_month,1,0,0.316,73,1
C001089,9,63.25,540.45,1,0,boleto,month_to_month,1,0,0.271,60,1
C001090,31,142.81,4443.49,1,1,credit_card,month_to_month,0,1,-0.128,74,1
C001091,27,98.28,2754.92,0,0,pix,month_to_month,0,0,-0.035,36,1
C001092,51,140.21,7211.15,1,1,boleto,two_year,1,0,0.231,5,0
C001093,24,81.5,1971.29,2,1,boleto,one_year,1,0,0.159,-5,1
C001094,20,116.2,2366.73,2,0,pix,month_to_month,0,1,0.003,-7,1
C001095,5,122.32,568.14,0,0,pix,one_year,1,1,-0.115,14,1
C001096,51,104.61,5322.02,1,0,boleto,month_to_month,0,1,-0.653,-4,1
C001097,46,124.16,5758.71,0,0,boleto,one_year,1,1,-0.237,31,1
C001098,3,100.68,376.39,0,0,pix,two_year,0,0,-0.005,-8,0
C001099,27,87.28,2318.1,1,0,credit_card,month_to_month,0,1,-0.002,-2,0
C001100,29,166.19,4795.39,1,0,boleto,two_year,0,0,0.124,7,0
C001101,29,146.71,4363.76,2,0,boleto,month_to_month,0,1,0.158,-7,1
C001102,56,83.37,4673.52,0,0,boleto,month_to_month,0,0,0.457,8,1
C001103,10,129.9,1390.12,1,0,pix,one_year,0,0,-0.089,40,0
C001104,19,84.01,1606.46,1,0,boleto,one_year,1,0,-0.301,-11,1
C001105,11,68.54,766.21,1,1,boleto,month_to_month,0,0,-0.117,-22,1
C001106,15,146.18,2177.48,3,0,pix,month_to_month,1,0,0.352,14,1
C001107,55,50.36,2816.74,2,1,boleto,month_to_month,0,0,0.052,-20,1
C001108,57,142.44,8186.97,2,0,credit_card,month_to_month,1,0,0.232,67,1
C001109,3,101.15,251.71,1,1,credit_card,month_to_month,0,1,-0.051,-4,1
C001110,38,102.6,3881.02,1,3,credit_card,month_to_month,0,1,-0.04,22,1
C001111,14,124.34,1786.53,1,0,credit_card,two_year,1,0,-0.259,36,0
C001112,12,130.34,1557.63,2,0,boleto,one_year,0,1,-0.01,-24,1
C001113,18,81.08,1434.73,1,1,pix,two_year,0,0,0.052,-10,1
C001114,12,135.12,1671.92,1,0,credit_card,month_to_month,0,0,0.206,-2,1
C001115,30,113.97,3474.21,0,1,pix,month_to_month,0,1,0.151,47,1
C001116,60,66.04,3939.8,3,0,boleto,month_to_month,0,0,0.408,84,0
C001117,36,104.05,3756.58,1,1,pix,one_year,1,1,0.022,85,0
C001118,44,158.34,6906.75,3,0,credit_card,one_year,0,0,0.094,65,0
C001119,30,168.68,5015.65,0,0,credit_card,month_to_month,0,1,0.047,-23,1
C001120,1,135.11,141.32,2,0,boleto,one_year,0,1,-0.075,-11,1
C001121,6,68.34,411.6,4,0,boleto,month_to_month,0,0,0.124,69,1
C001122,17,127.17,2113.57,1,2,pix,month_to_month,0,0,0.0,73,1
C001123,15,139.78,2060.9,1,2,pix,month_to_month,0,0,0.349,48,1
C001124,51,135.4,6852.14,1,2,credit_card,month_to_month,0,0,-0.092,48,1
C001125,51,137.47,7033.9,0,0,credit_card,month_to_month,1,1,-0.011,5,1
C001126,52,122.71,6282.76,0,3,boleto,two_year,0,0,-0.174,80,1
C001127,39,107.47,4140.58,1,1,credit_card,month_to_month,0,0,0.111,-6,1
C001128,34,88.71,2922.9,0,2,pix,month_to_month,1,0,-0.189,-36,0
C001129,39,43.57,1720.27,0,1,boleto,month_to_month,0,0,0.049,48,1
C001130,25,121.89,2957.05,1,2,pix,month_to_month,0,1,-0.16,0,1
C001131,41,116.51,4778.57,1,0,pix,two_year,1,0,-0.127,-25,1
C001132,48,129.52,6298.7,0,1,credit_card,one_year,1,1,-0.088,51,0
C001133,46,63.19,2990.23,0,0,credit_card,month_to_month,0,1,0.181,-44,1
C001134,37,132.58,4815.0,1,1,boleto,two_year,0,0,0.033,36,1
C001135,4,181.91,742.56,0,0,pix,month_to_month,1,0,0.028,4,1
C001136,44,112.75,4911.36,0,1,boleto,two_year,0,0,0.151,76,1
C001137,22,107.84,2312.86,1,1,credit_card,month_to_month,1,1,-0.069,36,1
C001138,45,120.82,5431.01,0,1,boleto,one_year,0,0,-0.304,58,0
C001139,33,181.13,6038.76,3,2,credit_card,two_year,0,0,-0.148,-18,1
C001140,53,74.17,3961.12,4,0,credit_card,month_to_month,0,0,-0.001,-39,1
C001141,21,117.11,2423.6,2,0,pix,month_to_month,1,0,0.041,7,1
C001142,56,82.01,4627.92,0,0,credit_card,month_to_month,1,0,0.151,41,1
C001143,51,90.85,4521.41,1,0,credit_card,month_to_month,1,0,0.024,22,0
C001144,20,108.26,2127.64,2,0,credit_card,month_to_month,0,0,0.233,60,0
C001145,29,157.16,4516.34,0,1,pix,month_to_month,1,0,0.115,39,1
C001146,32,173.03,5541.03,3,0,credit_card,month_to_month,1,1,-0.203,-17,1
C001147,47,125.68,5897.05,0,0,credit_card,month_to_month,0,1,-0.409,36,1
C001148,42,96.82,4059.33,0,1,credit_card,two_year,0,0,-0.131,26,0
C001149,52,197.25,10248.05,0,0,boleto,month_to_month,0,0,0.075,64,1
C001150,23,95.04,2186.94,1,0,credit_card,month_to_month,1,0,0.117,-12,0
C001151,31,90.01,2817.32,0,0,pix,month_to_month,0,0,0.031,-3,1
C001152,26,47.88,1252.27,1,2,pix,two_year,0,0,0.072,34,1
C001153,55,158.86,8723.26,0,0,credit_card,month_to_month,1,0,0.288,69,0
C001154,19,143.89,2753.97,1,1,credit_card,month_to_month,1,0,0.053,13,1
C001155,36,194.62,7047.74,2,0,credit_card,month_to_month,0,0,0.113,41,1
C001156,8,61.37,463.13,2,0,credit_card,month_to_month,1,0,0.337,21,1
C001157,52,161.04,8370.9,2,0,credit_card,two_year,1,1,-0.276,19,0
C001158,24,112.45,2757.01,1,1,boleto,month_to_month,0,1,0.358,60,0
C001159,21,138.21,2847.35,1,1,credit_card,month_to_month,0,1,-0.411,24,1
C001160,35,52.33,1921.71,2,2,credit_card,month_to_month,0,0,-0.099,5,1
C001161,30,161.38,4774.53,0,1,credit_card,month_to_month,1,0,-0.051,2,1
C001162,51,137.53,6996.66,1,1,credit_card,month_to_month,1,0,-0.244,9,0
C001163,32,108.64,3428.91,0,0,credit_card,month_to_month,1,1,0.02,-4,1
C001164,32,132.58,4351.92,0,1,credit_card,one_year,0,1,0.041,12,1
C001165,7,83.21,557.29,1,1,boleto,month_to_month,0,0,0.183,22,1
C001166,2,89.72,154.4,2,0,credit_card,month_to_month,0,0,0.177,30,1
C001167,24,93.78,2232.17,1,2,credit_card,month_to_month,0,0,0.081,-14,1
C001168,60,45.15,2714.05,0,0,pix,one_year,1,0,0.251,5,0
C001169,56,140.16,7832.62,1,0,boleto,month_to_month,1,1,0.166,7,1
C001170,38,151.71,5758.18,2,0,pix,one_year,0,1,-0.008,-7,0
C001171,38,85.45,3070.75,2,1,credit_card,one_year,1,0,0.071,0,1
C001172,24,122.19,2935.35,2,0,credit_card,two_year,0,1,-0.064,52,0
C001173,11,100.71,1108.66,1,0,credit_card,month_to_month,1,0,-0.171,68,0
C001174,1,121.49,173.42,0,2,boleto,two_year,1,0,0.127,9,1
C001175,21,88.03,1914.18,0,1,pix,one_year,1,1,-0.22,-5,0
C001176,19,79.08,1493.14,3,0,credit_card,one_year,1,1,0.016,17,0
C001177,12,146.82,1802.68,1,0,credit_card,month_to_month,1,0,-0.364,23,0
C001178,16,107.76,1669.15,1,1,credit_card,month_to_month,0,1,0.063,44,1
C001179,2,180.77,399.91,0,0,credit_card,month_to_month,1,0,-0.081,6,1
C001180,37,111.62,4101.35,2,2,credit_card,one_year,1,0,0.152,1,1
C001181,56,77.59,4285.65,4,1,pix,two_year,0,1,0.01,100,1
C001182,42,152.94,6414.32,0,0,credit_card,month_to_month,0,1,0.027,-25,1
C001183,27,132.08,3636.13,0,1,credit_card,two_year,1,0,0.059,52,0
C001184,26,135.44,3530.5,1,0,boleto,month_to_month,1,0,-0.06,72,0
C001185,19,151.67,2956.57,2,1,credit_card,two_year,0,1,-0.052,11,1
C001186,9,87.15,746.93,2,0,pix,month_to_month,0,1,-0.052,35,1
C001187,36,105.55,3852.05,2,0,credit_card,one_year,0,0,0.027,-39,1
C001188,34,104.0,3503.37,0,2,pix,month_to_month,0,0,-0.05,21,1
C001189,1,64.82,76.09,2,0,credit_card,two_year,1,0,0.131,61,1
C001190,25,100.77,2530.19,1,1,credit_card,month_to_month,0,0,-0.269,24,1
C001191,17,156.77,2698.22,0,0,credit_card,month_to_month,1,0,-0.22,21,0
C001192,11,118.31,1313.91,1,0,pix,two_year,0,0,0.39,81,0
C001193,43,62.89,2667.22,1,1,credit_card,month_to_month,1,0,-0.028,49,0
C001194,32,55.55,1821.48,2,1,credit_card,month_to_month,1,1,-0.133,45,1
C001195,39,168.27,6649.0,2,2,credit_card,month_to_month,1,0,0.045,-8,1
C001196,43,106.84,4564.88,1,1,credit_card,one_year,0,1,0.188,-66,1
C001197,59,87.34,5061.34,0,0,pix,two_year,0,1,0.165,33,0
C001198,49,100.41,4945.07,1,0,pix,month_to_month,0,0,-0.085,20,0
C001199,38,58.29,2198.62,3,2,boleto,one_year,1,0,-0.042,47,1
C001200,53,159.81,8463.29,0,1,credit_card,month_to_month,1,1,-0.01,24,0
C001201,29,96.24,2818.86,1,0,boleto,one_year,0,0,0.106,22,1
C001202,60,157.86,9448.72,4,0,boleto,month_to_month,0,0,0.058,21,1
C001203,46,111.81,5129.72,0,1,credit_card,month_to_month,1,0,-0.115,-19,0
C001204,40,160.03,6396.34,2,0,credit_card,month_to_month,1,0,-0.042,-45,1
C001205,55,118.98,6617.62,0,1,boleto,month_to_month,1,0,0.002,-11,1
C001206,31,139.86,4337.26,1,0,pix,one_year,0,1,0.317,-19,0
C001207,44,135.17,5885.62,1,0,credit_card,month_to_month,1,1,0.018,18,1
C001208,18,131.82,2312.88,1,0,pix,two_year,0,0,0.646,-37,1
C001209,58,122.18,7093.27,2,0,boleto,two_year,1,0,0.002,3,0
C001210,38,101.85,3813.84,5,0,pix,one_year,0,0,-0.253,88,1
C001211,47,177.04,8242.77,1,3,pix,two_year,0,0,0.113,17,0
C001212,28,78.26,2222.98,2,0,credit_card,two_year,0,0,0.238,22,1
C001213,53,110.15,5872.22,1,0,credit_card,one_year,0,0,0.136,21,1
C001214,5,110.52,534.2,1,0,boleto,one_year,1,0,0.085,27,0
C001215,7,124.09,883.28,2,1,pix,month_to_month,1,0,-0.018,2,1
C001216,31,94.97,2953.43,2,2,credit_card,one_year,1,0,-0.001,14,1
C001217,44,121.02,5354.83,1,1,boleto,one_year,1,0,-0.369,1,0
C001218,49,104.09,5130.67,1,2,pix,month_to_month,0,1,0.205,-32,1
C001219,27,54.63,1344.77,0,0,credit_card,month_to_month,1,0,-0.018,61,1
C001220,39,110.33,4291.01,2,0,credit_card,month_to_month,1,1,0.256,-11,1
C001221,34,71.48,2456.22,1,1,credit_card,one_year,1,1,-0.046,76,0
C001222,58,49.3,2838.67,2,1,credit_card,two_year,0,1,0.04,-7,1
C001223,40,114.79,4593.43,0,1,boleto,month_to_month,0,0,0.275,-28,1
C001224,26,127.08,3341.51,1,1,credit_card,month_to_month,1,0,0.29,88,0
C001225,59,128.43,7581.68,1,0,boleto,two_year,1,0,0.201,-32,1
C001226,7,129.85,984.35,0,0,credit_card,month_to_month,0,0,-0.287,-59,1
C001227,60,42.36,2597.91,0,1,pix,one_year,0,0,-0.18,-31,1
C001228,10,62.36,617.72,0,1,credit_card,month_to_month,0,0,0.176,15,1
C001229,18,179.07,3213.42,1,3,boleto,month_to_month,1,0,-0.076,-27,1
C001230,50,73.35,3524.87,2,0,credit_card,month_to_month,0,1,0.063,0,1
C001231,45,131.38,5895.75,1,2,boleto,month_to_month,1,0,0.087,-51,1
C001232,59,85.96,5003.81,0,1,credit_card,month_to_month,0,0,0.096,58,0
C001233,45,112.79,5086.55,0,1,credit_card,month_to_month,0,0,-0.14,35,0
C001234,39,87.84,3433.25,0,2,credit_card,one_year,0,1,0.234,-24,1
C001235,21,129.65,2757.53,0,0,credit_card,two_year,0,1,-0.044,-61,0
C001236,1,114.79,184.62,1,2,boleto,one_year,0,1,0.156,-12,1
C001237,8,94.31,753.17,0,1,credit_card,month_to_month,1,0,0.013,43,0
C001238,18,73.24,1432.41,1,0,pix,month_to_month,0,0,0.396,58,0
C001239,3,119.37,369.74,1,3,credit_card,month_to_month,0,0,0.311,12,1
C001240,31,67.55,2028.69,2,0,credit_card,one_year,1,0,0.434,2,1
C001241,47,124.96,5845.1,2,0,pix,month_to_month,0,0,0.348,0,1
C001242,58,201.93,11693.13,2,1,credit_card,two_year,0,1,0.026,31,0
C001243,30,157.26,4747.28,1,1,pix,one_year,1,0,-0.046,51,0
C001244,53,135.14,7115.17,2,0,credit_card,month_to_month,0,0,-0.154,15,1
C001245,60,107.0,6405.33,1,0,boleto,month_to_month,0,0,0.098,7,1
C001246,52,42.14,2183.42,3,1,pix,one_year,0,0,0.054,47,0
C001247,28,63.72,1761.75,1,0,credit_card,two_year,0,0,0.042,72,0
C001248,20,154.9,3138.53,2,0,boleto,month_to_month,0,0,-0.099,10,1
C001249,59,82.36,4891.22,0,0,credit_card,one_year,1,0,0.115,23,0
C001250,15,85.53,1341.22,0,1,boleto,month_to_month,0,0,-0.019,-6,1
C001251,25,104.2,2588.5,2,1,credit_card,two_year,1,0,-0.037,23,0
C001252,5,72.83,424.27,1,0,credit_card,month_to_month,1,0,0.079,-12,0
C001253,48,67.06,3150.83,1,1,credit_card,one_year,0,0,0.036,70,1
C001254,39,108.23,4151.68,0,0,boleto,month_to_month,0,0,-0.207,51,1
C001255,6,78.8,412.09,2,0,pix,two_year,0,1,-0.092,81,0
C001256,14,84.06,1177.36,2,0,pix,one_year,0,0,0.146,0,1
C001257,34,82.66,2870.5,2,2,boleto,month_to_month,1,0,0.041,92,1
C001258,33,128.28,4203.22,2,2,pix,month_to_month,0,0,-0.3,29,1
C001259,49,101.88,4968.07,1,0,pix,month_to_month,0,0,0.176,15,0
C001260,16,103.75,1649.2,2,1,credit_card,one_year,0,1,0.041,64,0
C001261,56,130.89,7358.66,1,0,credit_card,one_year,1,1,-0.141,-16,1
C001262,27,105.03,2811.89,2,0,boleto,month_to_month,0,1,-0.07,21,1
C001263,50,100.26,4986.39,1,0,credit_card,month_to_month,0,0,0.08,15,0
C001264,15,126.47,1829.72,3,0,pix,two_year,0,1,-0.348,35,1
C001265,3,133.39,371.57,2,1,credit_card,two_year,1,0,0.126,4,1
C001266,4,104.85,478.28,2,1,credit_card,month_to_month,0,1,0.228,1,1
C001267,23,112.82,2599.44,0,1,pix,one_year,0,0,0.21,7,0
C001268,58,82.64,4755.97,1,0,credit_card,month_to_month,1,0,0.258,10,0
C001269,3,79.88,301.44,3,3,pix,month_to_month,1,1,-0.09,23,1
C001270,23,136.92,3119.9,3,0,pix,two_year,0,1,0.236,65,0
C001271,7,125.57,950.01,0,2,boleto,one_year,1,0,0.099,-55,0
C001272,56,125.94,7122.57,0,0,boleto,month_to_month,0,1,-0.1,47,1
C001273,41,119.83,4915.83,1,0,credit_card,month_to_month,1,0,0.134,3,1
C001274,46,111.62,5059.46,2,0,credit_card,month_to_month,1,0,0.129,14,1
C001275,43,134.37,5892.57,1,0,pix,month_to_month,0,0,0.327,-18,0
C001276,40,142.73,5728.52,1,1,credit_card,two_year,0,1,0.265,22,1
C001277,47,141.89,6652.78,0,1,credit_card,month_to_month,0,1,-0.074,6,1
C001278,1,106.47,154.28,0,0,credit_card,month_to_month,0,1,0.111,12,1
C001279,52,158.54,8279.44,1,0,boleto,one_year,0,0,0.109,40,0
C001280,45,118.0,5375.37,2,1,boleto,month_to_month,1,0,0.095,42,1
C001281,45,132.13,5912.88,0,1,credit_card,month_to_month,0,0,-0.005,70,1
C001282,24,119.87,2892.88,0,2,credit_card,one_year,0,1,0.366,-1,1
C001283,49,118.65,5754.32,2,0,pix,month_to_month,0,1,-0.062,44,0
C001284,23,84.25,1971.04,1,1,credit_card,month_to_month,0,1,0.35,42,1
C001285,3,134.55,402.49,1,0,credit_card,month_to_month,0,0,-0.206,23,1
C001286,55,209.59,11541.24,0,1,credit_card,two_year,1,0,-0.019,79,1
C001287,15,96.88,1445.92,1,1,boleto,two_year,0,0,0.188,-2,1
C001288,7,112.48,774.84,1,1,credit_card,month_to_month,0,0,-0.14,25,1
C001289,38,94.38,3543.14,0,0,credit_card,month_to_month,0,1,-0.082,31,0
C001290,15,92.92,1433.31,1,2,credit_card,one_year,0,0,0.146,-22,0
C001291,52,164.06,8605.38,1,0,credit_card,month_to_month,0,1,-0.261,64,0
C001292,27,86.45,2306.21,0,0,pix,month_to_month,0,0,0.249,16,1
C001293,1,93.41,121.08,1,0,pix,month_to_month,0,1,0.316,35,1
C001294,58,54.44,3179.0,1,2,boleto,month_to_month,0,1,0.324,75,1
C001295,31,83.48,2588.4,1,2,credit_card,two_year,0,0,0.109,28,1
C001296,16,50.21,726.97,0,1,credit_card,month_to_month,1,0,-0.027,21,1
C001297,41,132.11,5351.56,3,1,boleto,month_to_month,1,0,-0.015,22,1
C001298,32,207.99,6616.61,0,0,credit_card,two_year,0,0,0.102,-15,1
C001299,2,97.17,87.38,1,1,boleto,two_year,1,0,0.073,7,1
C001300,46,51.66,2446.92,1,1,credit_card,month_to_month,0,0,-0.018,15,0
C001301,25,141.5,3555.88,1,0,boleto,one_year,0,0,0.335,23,1
C001302,42,84.56,3549.92,1,1,credit_card,one_year,1,0,0.006,68,0
C001303,54,155.48,8286.25,2,0,credit_card,month_to_month,1,0,0.309,53,0
C001304,37,100.13,3613.58,2,0,credit_card,one_year,0,1,0.068,-1,1
C001305,41,87.89,3603.23,4,2,credit_card,one_year,0,1,0.057,19,1
C001306,16,103.77,1758.87,1,1,credit_card,month_to_month,0,1,0.143,69,1
C001307,15,136.52,2012.9,0,0,credit_card,two_year,0,0,0.141,-40,0
C001308,25,102.04,2594.2,1,0,pix,two_year,0,0,0.024,12,0
C001309,52,92.61,4791.97,0,1,credit_card,month_to_month,1,0,0.152,-26,1
C001310,32,103.04,3300.07,1,1,credit_card,month_to_month,0,1,0.174,100,1
C001311,21,65.49,1435.92,2,1,credit_card,two_year,1,0,0.348,47,1
C001312,47,123.9,5805.82,0,2,credit_card,month_to_month,1,1,0.063,3,1
C001313,52,47.46,2433.65,3,0,pix,month_to_month,0,1,-0.091,19,1
C001314,55,94.46,5265.97,0,1,credit_card,one_year,0,0,-0.072,-9,0
C001315,18,136.58,2460.69,1,0,pix,one_year,0,0,0.476,90,0
C001316,43,120.61,5240.65,4,1,boleto,month_to_month,1,0,-0.288,-60,1
C001317,36,130.66,4669.54,2,0,credit_card,month_to_month,1,0,-0.164,31,1
C001318,27,107.72,2978.87,3,0,credit_card,two_year,1,1,0.055,18,0
C001319,24,150.94,3636.27,1,0,credit_card,two_year,0,0,-0.061,-16,1
C001320,7,142.36,1018.29,0,1,credit_card,month_to_month,1,1,0.197,11,1
C001321,17,125.61,2142.04,2,0,credit_card,month_to_month,0,0,0.182,-37,1
C001322,33,142.46,4676.04,0,2,boleto,month_to_month,1,1,-0.046,75,1
C001323,54,136.26,7358.22,1,1,boleto,month_to_month,1,0,0.321,21,0
C001324,52,94.62,4898.05,3,0,credit_card,month_to_month,1,0,-0.149,52,0
C001325,12,62.96,803.54,0,0,boleto,one_year,0,1,-0.083,3,0
C001326,41,124.71,5103.07,1,1,pix,month_to_month,0,0,0.333,67,0
C001327,6,129.11,699.85,0,0,credit_card,one_year,1,1,-0.185,21,1
C001328,41,148.17,5990.86,1,1,credit_card,one_year,0,1,0.112,58,1
C001329,21,77.23,1535.47,0,0,credit_card,one_year,0,0,0.332,40,0
C001330,27,78.27,2144.32,1,0,credit_card,month_to_month,1,0,-0.418,19,1
C001331,44,126.1,5490.67,0,2,credit_card,one_year,1,0,-0.011,55,0
C001332,26,107.51,2810.24,3,0,credit_card,month_to_month,1,0,0.221,100,1
C001333,49,44.0,2162.75,1,2,boleto,month_to_month,0,0,0.001,-20,1
C001334,33,123.13,4060.01,1,0,credit_card,one_year,1,0,0.061,16,0
C001335,60,45.17,2731.83,2,0,boleto,one_year,1,1,0.084,-25,1
C001336,39,76.92,3007.64,2,0,credit_card,one_year,0,1,0.106,35,0
C001337,18,157.31,2696.07,2,2,credit_card,month_to_month,0,0,-0.095,28,1
C001338,47,173.87,8155.74,0,2,credit_card,one_year,1,1,0.188,88,1
C001339,25,67.45,1707.56,2,0,credit_card,month_to_month,0,0,0.096,11,1
C001340,33,98.47,3331.57,2,0,credit_card,one_year,0,0,-0.156,53,0
C001341,9,111.49,1087.75,0,1,credit_card,month_to_month,0,0,-0.034,-53,1
C001342,8,172.34,1310.59,2,0,boleto,one_year,1,0,-0.204,25,0
C001343,35,92.75,3228.75,1,0,credit_card,two_year,0,0,0.088,-10,1
C001344,12,93.31,1041.4,3,0,credit_card,month_to_month,0,1,0.138,41,0
C001345,60,164.21,9928.32,1,0,credit_card,two_year,0,0,0.088,60,0
C001346,52,96.88,5088.53,3,1,credit_card,one_year,0,1,0.149,-1,1
C001347,43,135.28,5834.44,0,0,credit_card,month_to_month,0,0,0.074,39,1
C001348,45,58.3,2631.8,3,3,credit_card,month_to_month,0,0,0.187,8,1
C001349,36,104.01,3813.28,1,1,credit_card,month_to_month,0,0,0.027,22,1
C001350,4,51.91,268.22,1,0,credit_card,month_to_month,0,0,0.176,34,1
C001351,24,73.06,1811.34,2,1,pix,month_to_month,0,0,-0.181,-15,1
C001352,30,139.37,4204.0,0,1,pix,one_year,0,0,-0.202,-15,0
C001353,55,108.25,5936.47,0,0,credit_card,month_to_month,0,1,0.066,50,0
C001354,14,98.83,1421.99,2,1,credit_card,month_to_month,0,0,0.173,-4,1
C001355,30,83.79,2554.61,1,0,pix,two_year,0,0,0.0,65,1
C001356,21,102.28,2138.29,2,1,credit_card,one_year,0,0,0.165,-42,0
C001357,9,120.54,1067.29,1,0,credit_card,month_to_month,0,0,0.106,53,1
C001358,7,144.4,1067.48,0,1,boleto,one_year,0,0,-0.319,20,1
C001359,22,20.0,523.21,0,0,credit_card,month_to_month,0,0,0.468,17,1
C001360,5,80.89,366.97,1,0,credit_card,one_year,1,0,-0.177,25,0
C001361,5,115.57,564.67,0,0,credit_card,month_to_month,0,0,-0.12,-31,1
C001362,22,106.54,2361.42,2,1,credit_card,month_to_month,1,1,0.257,59,1
C001363,13,124.12,1637.87,1,1,credit_card,two_year,0,0,0.054,5,0
C001364,34,119.36,4032.25,0,0,credit_card,month_to_month,0,0,-0.088,-9,1
C001365,2,99.33,292.84,2,1,boleto,month_to_month,0,0,-0.035,96,1
C001366,19,91.56,1760.75,1,0,credit_card,month_to_month,0,1,-0.108,8,1
C001367,28,101.41,2865.98,1,2,credit_card,month_to_month,1,0,-0.094,-10,1
C001368,58,150.21,8799.89,2,2,credit_card,one_year,0,0,0.192,48,1
C001369,39,84.38,3268.36,2,1,pix,month_to_month,1,1,-0.04,29,1
C001370,53,107.8,5709.07,0,0,credit_card,month_to_month,1,1,-0.142,55,0
C001371,21,116.42,2382.09,1,0,credit_card,two_year,1,0,-0.087,23,1
C001372,27,164.61,4435.91,0,0,boleto,month_to_month,0,0,0.022,53,1
C001373,26,99.49,2512.27,1,1,credit_card,month_to_month,0,0,-0.085,92,1
C001374,54,143.56,7789.54,2,0,credit_card,month_to_month,1,1,-0.005,-7,1
C001375,58,153.12,8901.92,4,0,credit_card,two_year,0,1,0.113,4,1
C001376,58,107.77,6236.73,1,0,pix,month_to_month,1,0,-0.037,-36,0
C001377,46,102.62,4715.72,0,1,boleto,one_year,0,0,-0.105,33,0
C001378,31,98.48,3091.05,1,0,credit_card,one_year,1,0,-0.075,24,0
C001379,33,101.05,3277.73,3,0,pix,month_to_month,1,1,0.301,64,1
C001380,59,139.9,8264.21,4,0,boleto,one_year,0,0,0.441,19,1
C001381,18,118.09,2160.51,0,1,credit_card,two_year,1,0,0.058,17,0
C001382,21,118.24,2393.82,0,1,credit_card,one_year,1,0,0.18,27,1
C001383,54,70.62,3847.57,2,0,credit_card,one_year,0,1,-0.119,12,0
C001384,24,76.14,1743.61,1,0,credit_card,month_to_month,0,0,-0.056,33,1
C001385,15,185.02,2769.43,2,0,boleto,month_to_month,1,0,0.131,28,1
C001386,34,103.78,3470.22,0,0,credit_card,one_year,1,1,-0.375,39,1
C001387,20,82.88,1729.22,2,0,credit_card,month_to_month,1,0,0.189,12,1
C001388,54,160.09,8586.92,2,1,credit_card,month_to_month,1,0,-0.052,39,1
C001389,55,119.86,6509.97,1,0,credit_card,month_to_month,0,0,-0.144,42,1
C001390,19,130.24,2481.14,2,2,pix,month_to_month,0,1,0.12,9,1
C001391,32,105.17,3344.7,1,0,credit_card,one_year,0,0,0.31,17,1
C001392,60,98.85,5855.56,2,0,credit_card,month_to_month,0,0,-0.006,14,0
C001393,45,104.06,4709.19,1,1,boleto,one_year,1,0,0.103,-23,1
C001394,13,61.6,701.28,4,0,boleto,month_to_month,1,0,0.132,3,1
C001395,36,106.92,3797.4,1,0,credit_card,month_to_month,1,0,0.093,47,1
C001396,38,120.36,4544.96,2,0,credit_card,month_to_month,1,0,-0.129,50,1
C001397,40,174.77,7030.76,0,1,boleto,month_to_month,1,0,0.09,32,1
C001398,2,113.01,290.79,3,0,credit_card,month_to_month,1,1,0.083,-15,1
C001399,18,28.3,564.61,3,0,boleto,month_to_month,1,0,-0.441,54,0
C001400,52,106.71,5541.28,1,1,boleto,month_to_month,0,0,0.204,85,1
C001401,15,205.88,2966.87,2,1,pix,one_year,1,0,-0.221,41,0
C001402,18,140.32,2545.35,3,0,pix,two_year,0,1,0.073,20,1
C001403,20,81.62,1705.91,0,0,pix,one_year,1,0,0.323,-10,0
C001404,11,130.69,1499.27,1,0,credit_card,month_to_month,1,1,0.006,20,1
C001405,10,84.03,863.44,2,0,pix,month_to_month,0,0,-0.138,3,1
C001406,21,62.62,1255.48,1,0,boleto,month_to_month,0,0,0.151,13,1
C001407,53,97.81,5157.51,5,0,credit_card,month_to_month,0,1,0.302,65,0
C001408,1,113.2,209.89,1,0,pix,month_to_month,1,1,-0.15,51,0
C001409,17,44.47,685.23,1,1,pix,month_to_month,0,1,-0.375,8,1
C001410,4,69.78,221.73,4,2,boleto,one_year,0,1,0.263,23,1
C001411,34,110.36,3799.43,1,0,credit_card,month_to_month,0,0,0.204,20,0
C001412,16,95.71,1509.87,1,1,credit_card,month_to_month,0,0,0.119,5,1
C001413,48,123.82,5884.2,1,0,pix,one_year,1,0,-0.274,-27,0
C001414,36,67.49,2505.92,2,0,pix,one_year,1,1,0.158,49,1
C001415,48,134.99,6502.76,0,0,credit_card,one_year,0,1,0.236,61,1
C001416,39,68.57,2655.08,0,0,credit_card,month_to_month,1,0,0.438,-1,1
C001417,27,167.5,4465.1,1,0,boleto,one_year,0,0,-0.001,-3,0
C001418,52,49.95,2699.69,1,0,credit_card,two_year,1,0,0.079,52,1
